place_standardized_id,place_standardized,country_code,place_standardized_cc,authority_file_uri,latitude,longitude,region
2040,Heeswijk,NL,Heeswijk NL,http://sws.geonames.org/2754628/,51.73667,5.85417,A
2041,Heeten,NL,Heeten NL,http://sws.geonames.org/2754621/,52.33167,6.27917,A
2042,Heetveld,NL,Heetveld NL,http://sws.geonames.org/2754620/,52.66333,6.01111,A
2043,Heicop,NL,Heicop NL,http://sws.geonames.org/2754602/,51.95,5.1,A
2044,Heide,DE,Heide DE,http://sws.geonames.org/2908032/,54.19579,9.0988,B
2045,Heidelberg,DE,Heidelberg DE,http://sws.geonames.org/2907911/,49.40768,8.69079,D
2046,Heidelsheim,DE,Heidelsheim DE,http://sws.geonames.org/2907897/,49.10146,8.64335,D
2047,Heidenheim an der Brenz,DE,Heidenheim an der Brenz DE,http://sws.geonames.org/2907851/,48.67798,10.15162,D
2048,Heienoord,NL,Heienoord NL,http://sws.geonames.org/2754507/,51.82602,4.47659,A
2049,Heijbeek,NL,Heijbeek NL,http://sws.geonames.org/6544745/,51.48464,4.48483,A
2050,Heijen,NL,Heijen NL,http://sws.geonames.org/2754556/,51.675,5.98056,A
2051,Heijningen,NL,Heijningen NL,http://sws.geonames.org/2754553/,51.65583,4.40833,A
2052,Heilbronn,DE,Heilbronn DE,http://sws.geonames.org/2907669/,49.13995,9.22054,D
2053,Heilenbach,DE,Heilenbach DE,http://sws.geonames.org/2907665/,50.06667,6.46667,F
2054,Heiligeland,DE,Heiligeland DE,http://sws.geonames.org/2907650/,53.75539,10.83886,B
2055,Heiligenbeil,RU,Heiligenbeil RU,http://sws.geonames.org/2609901/,54.46427,19.93801,B
2056,Heiligenhafen,DE,Heiligenhafen DE,http://sws.geonames.org/2907589/,54.36964,10.98022,B
2057,Heiligenrode,DE,Heiligenrode DE,http://sws.geonames.org/2907555/,52.98079,8.70942,B
2058,Heille,NL,Heille NL,http://sws.geonames.org/2754517/,51.26667,3.41389,A
2059,Heiloo,NL,Heiloo NL,http://sws.geonames.org/2754516/,52.60252,4.68815,A
2060,Heinkensand,NL,Heinkensand NL,http://sws.geonames.org/2754503/,51.4725,3.81111,A
2061,Heinkenszand,NL,Heinkenszand NL,http://sws.geonames.org/2754503/,51.4725,3.81111,A
2062,Heino,NL,Heino NL,http://sws.geonames.org/2754502/,52.43661,6.23282,A
2063,Heinsberg,DE,Heinsberg DE,http://sws.geonames.org/2907201/,51.06358,6.0998,A
2064,Hekelingen,NL,Hekelingen NL,http://sws.geonames.org/2754491/,51.82583,4.34444,A
2065,Helberhausen,DE,Helberhausen DE,http://sws.geonames.org/2907026/,51.00064,8.13778,D
2066,Helden,NL,Helden NL,http://sws.geonames.org/2754482/,51.31917,6,A
2067,Heldergem,BE,Heldergem BE,http://sws.geonames.org/2796128/,50.87799,3.95789,A
2068,Helford,GB,Helford GB,http://sws.geonames.org/2647176/,50.0922,-5.13433,E
2069,Helgoland,DE,Helgoland DE,http://sws.geonames.org/3208547/,54.18143,7.8863,B
2070,Hellebecq,BE,Hellebecq BE,http://sws.geonames.org/2796121/,50.66426,3.88839,F
2071,Hellendoorn,NL,Hellendoorn NL,http://sws.geonames.org/2754457/,52.38833,6.45139,A
2072,Hellevloetsluis,NL,Hellevloetsluis NL,http://sws.geonames.org/2754454/,51.83333,4.13333,A
2073,Hellevoetsluis,NL,Hellevoetsluis NL,http://sws.geonames.org/2754454/,51.83333,4.13333,A
2075,Helling,NL,Helling NL,http://sws.geonames.org/2754452/,51.53,6.08333,A
2076,Hellouw,NL,Hellouw NL,http://sws.geonames.org/2754450/,51.82667,5.17639,A
2077,Hellum,NL,Hellum NL,http://sws.geonames.org/2754449/,53.23833,6.83889,A
2078,Helmern,DE,Helmern DE,http://sws.geonames.org/2906732/,51.56915,8.76658,D
2079,Helmershausen,DE,Helmershausen DE,http://sws.geonames.org/2906726/,50.56325,10.23763,D
2080,Helmond,NL,Helmond NL,http://sws.geonames.org/2754447/,51.48167,5.66111,A
2082,Helmstedt,De,Helmstedt De,http://sws.geonames.org/2906676/,52.2279,11.00985,B
2083,Helpman,NL,Helpman NL,http://sws.geonames.org/2754444/,53.19794,6.57978,A
2084,Helsen,DE,Helsen DE,http://sws.geonames.org/2906648/,51.39074,9.00733,D
2085,Helsingborg,SE,Helsingborg SE,http://sws.geonames.org/2706767/,56.04673,12.69437,C
2086,Helsingør,DK,Helsingør DK,http://sws.geonames.org/2620473/,56.03606,12.6136,C
2087,Helsinki,FI,Helsinki FI,http://sws.geonames.org/658225/,60.16952,24.93545,C
2088,Helvoirt,NL,Helvoirt NL,http://sws.geonames.org/2754440/,51.63167,5.23056,A
2089,Hem,NL,Hem NL,http://sws.geonames.org/2754434/,52.66083,5.18333,A
2090,Hemelum,NL,Hemelum NL,http://sws.geonames.org/2754428/,52.88084,5.45626,A
2091,Hemmen,NL,Hemmen NL,http://sws.geonames.org/2754420/,51.93417,5.70139,A
2092,Hempens,NL,Hempens NL,http://sws.geonames.org/2754419/,53.17821,5.83812,A
2093,Hendrik-Ido-Ambacht,NL,Hendrik-Ido-Ambacht NL,http://sws.geonames.org/2754408/,51.84417,4.63889,A
2094,Hengelo,NL,Hengelo NL,http://sws.geonames.org/2754395/,52.05083,6.30972,A
2095,Hengstdijk,NL,Hengstdijk NL,http://sws.geonames.org/2754385/,51.34333,3.99444,A
2096,Hennstedt,DE,Hennstedt DE,http://sws.geonames.org/2906316/,54.28333,9.16667,B
2097,Hensbroek,NL,Hensbroek NL,http://sws.geonames.org/2754375/,52.65833,4.88472,A
2098,Heppert,NL,Heppert NL,http://sws.geonames.org/2754367/,51.85,5.58333,A
2099,Herbergen,DE,Herbergen DE,http://sws.geonames.org/2906234/,50.87416,13.86139,D
2100,Herborn,DE,Herborn DE,http://sws.geonames.org/2906199/,50.68135,8.30369,D
2101,Hereford,GB,Hereford GB,http://sws.geonames.org/2647074/,52.05684,-2.71482,E
2102,Herentals,BE,Herentals BE,http://sws.geonames.org/2796009/,51.17655,4.83248,A
2103,Herenthout,BE,Herenthout BE,http://sws.geonames.org/2796005/,51.1401,4.75572,A
2104,Herford,DE,Herford DE,http://sws.geonames.org/2906121/,52.11457,8.67343,B
2105,Herfte,NL,Herfte NL,http://sws.geonames.org/2754360/,52.50833,6.15694,A
2106,Herkenbosch,NL,Herkenbosch NL,http://sws.geonames.org/2754352/,51.15333,6.06389,A
2107,Herm,GB,Herm GB,http://sws.geonames.org/6692242/,49.46963,-2.45289,F
2108,Herne,DE,Herne DE,http://sws.geonames.org/2905891/,51.5388,7.22572,B
2109,Hernen,NL,Hernen NL,http://sws.geonames.org/2754342/,51.83417,5.68056,A
2110,Herpen,NL,Herpen NL,http://sws.geonames.org/2754339/,51.77167,5.64167,A
2111,Herrlisheim,FR,Herrlisheim FR,http://sws.geonames.org/3013387/,48.73049,7.90535,D
2112,Herrschaft Schmalkalden,DE,Herrschaft Schmalkalden DE,https://www.wikidata.org/wiki/Q16065159,50.72136,10.44386,D
2113,Hersel,NL,Hersel NL,http://sws.geonames.org/2754336/,51.4375,5.67083,A
2114,Herselt,BE,Herselt BE,http://sws.geonames.org/2795933/,51.05159,4.88231,A
2115,Hersfeld,DE,Hersfeld DE,http://sws.geonames.org/2953439/,50.87197,9.70891,D
2116,Herstal,BE,Herstal BE,http://sws.geonames.org/2795930/,50.66415,5.62346,F
2117,Herste,DE,Herste DE,http://sws.geonames.org/2905571/,51.71182,9.0929,D
2118,Herstelle,DE,Herstelle DE,http://sws.geonames.org/2905570/,51.64189,9.41786,D
2119,Hert,NL,Hert NL,http://sws.geonames.org/2754332/,51.34417,6.09444,A
2120,Herten,NL,Herten NL,http://sws.geonames.org/2754331/,51.18083,5.9625,A
2121,Hertogdom Gelre,NL,Hertogdom Gelre NL,https://www.wikidata.org/wiki/Q152420,51.98,5.91111,A
2122,Herve,BE,Herve BE,http://sws.geonames.org/2795912/,50.64083,5.79353,F
2123,Herveld,NL,Herveld NL,http://sws.geonames.org/2754322/,51.90583,5.75417,A
2124,Herven,NL,Herven NL,http://sws.geonames.org/2754321/,51.70562,5.31253,A
2125,Herwen,NL,Herwen NL,http://sws.geonames.org/2754320/,51.885,6.1,A
2126,Herwijnen,NL,Herwijnen NL,http://sws.geonames.org/2754318/,51.82667,5.12917,A
2127,Herxen,NL,Herxen NL,http://sws.geonames.org/2754316/,52.43,6.13472,A
2128,Herzberg am Harz,DE,Herzberg am Harz DE,http://sws.geonames.org/2905496/,51.65546,10.33938,D
2129,Herzfeld,DE,Herzfeld DE,http://sws.geonames.org/3207740/,50.13333,6.21667,F
2130,Herzogtum Preußen,--,Herzogtum Preußen --,https://www.wikidata.org/wiki/Q153091,55.733333333333,20.483333333333,B
2131,Hesselingen,NL,Hesselingen NL,http://sws.geonames.org/2754313/,52.68333,6.21667,A
2132,Hessen,DE,Hessen DE,http://sws.geonames.org/2905330/,50.55,9,D
2133,Hessen-Darmstadt,DE,Hessen-Darmstadt DE,https://www.wikidata.org/wiki/Q693551,49.87167,8.65027,D
2134,Hessen-Homburg,DE,Hessen-Homburg DE,https://www.wikidata.org/wiki/Q694269,50.22683,8.61816,D
2135,Hessen-Kassel (landgraafschap),DE,Hessen-Kassel (landgraafschap) DE,https://www.wikidata.org/wiki/Q168651,51.31667,9.5,D
2136,Hessen-Kassel (Landgrafschaft),DE,Hessen-Kassel (Landgrafschaft) DE,https://www.wikidata.org/wiki/Q168651,51.31667,9.5,D
2137,Hessen-Kassel,DE,Hessen-Kassel DE,https://www.wikidata.org/wiki/Q168651,51.31667,9.5,D
2138,Hessen-Marburg (Landgrafschaft),DE,Hessen-Marburg (Landgrafschaft) DE,https://www.wikidata.org/wiki/Q673837,50.81,8.7708333333333,D
2139,Hessen-Marburg,DE,Hessen-Marburg DE,https://www.wikidata.org/wiki/Q673837,50.81,8.7708333333333,D
2140,Hessen-Rheinfels,DE,Hessen-Rheinfels DE,https://www.wikidata.org/wiki/Q451519,50.14878,7.7072,D
2141,Hessen-Rotenburg,DE,Hessen-Rotenburg DE,https://www.wikidata.org/wiki/Q463845,50.99556,9.72838,D
2142,Het Hogeland,NL,Het Hogeland NL,https://www.wikidata.org/wiki/Q2483061,53.3925,6.55833,A
2143,Het Loo,NL,Het Loo NL,http://sws.geonames.org/2754242/,52.36917,6.575,A
2144,Heteren,NL,Heteren NL,http://sws.geonames.org/2754287/,51.95667,5.75556,A
2145,Heukelum,NL,Heukelum NL,http://sws.geonames.org/2754150/,51.8725,5.07361,A
2146,Heumen,NL,Heumen NL,http://sws.geonames.org/2754147/,51.765,5.84444,A
2147,Heure,NL,Heure NL,http://sws.geonames.org/2754141/,52.1225,6.50417,A
2148,Heusden,NL,Heusden NL,http://sws.geonames.org/2754135/,51.73417,5.13889,A
2149,Heuven,NL,Heuven NL,http://sws.geonames.org/2754119/,51.92583,6.31389,A
2150,Heveringen,NL,Heveringen NL,http://sws.geonames.org/2754115/,51.90357,4.08888,A
2151,Heverlee,BE,Heverlee BE,http://sws.geonames.org/2795783/,50.86426,4.69597,A
2152,Heveskes,NL,Heveskes NL,http://sws.geonames.org/2754114/,53.30917,6.96528,A
2153,Hichtum,NL,Hichtum NL,http://sws.geonames.org/2754105/,53.08129,5.52552,A
2154,Hidra,NO,Hidra NO,http://sws.geonames.org/3152715/,58.2247,6.57872,C
2155,Hien,NL,Hien NL,http://sws.geonames.org/2754099/,51.90833,5.66667,A
2156,Hierden,NL,Hierden NL,http://sws.geonames.org/2754097/,52.35833,5.67778,A
2157,Hijken,NL,Hijken NL,http://sws.geonames.org/2754092/,52.895,6.49722,A
2158,Hilaard,NL,Hilaard NL,http://sws.geonames.org/2754088/,53.16468,5.71135,A
2159,Hildburghausen,DE,Hildburghausen DE,http://sws.geonames.org/2904804/,50.42553,10.73184,D
2160,Hildesheim (prinsbisdom),DE,Hildesheim (prinsbisdom) DE,https://www.wikidata.org/wiki/Q1622364,52.15077,9.95112,B
2161,Hildesheim,DE,Hildesheim DE,http://sws.geonames.org/2904789/,52.15077,9.95112,B
2162,Hille,DE,Hille DE,http://sws.geonames.org/2904725/,52.33333,8.75,B
2163,Hillegersberg,NL,Hillegersberg NL,http://sws.geonames.org/2754074/,51.95003,4.48722,A
2164,Hillegom,NL,Hillegom NL,http://sws.geonames.org/2754073/,52.29083,4.58333,A
2165,Hilleshagen,NL,Hilleshagen NL,http://sws.geonames.org/2754068/,50.79833,5.95139,A
2166,Hilter,DE,Hilter DE,http://sws.geonames.org/2904607/,52.13573,8.14715,B
2167,Hilvarenbeek,NL,Hilvarenbeek NL,http://sws.geonames.org/2754066/,51.48583,5.1375,A
2168,Hilversum,NL,Hilversum NL,http://sws.geonames.org/2754064/,52.22333,5.17639,A
2169,Hindeloopen,NL,Hindeloopen NL,http://sws.geonames.org/2754059/,52.94212,5.40081,A
2170,Hindelopen,NL,Hindelopen NL,http://sws.geonames.org/2754059/,52.94212,5.40081,A
2171,Hinderdam,NL,Hinderdam NL,http://sws.geonames.org/2754056/,52.2825,5.05972,A
2172,Hingen,NL,Hingen NL,http://sws.geonames.org/2754054/,51.105,5.89861,A
2173,Hinterpommern,PL,Hinterpommern PL,https://www.wikidata.org/wiki/Q262269,54.17565,15.58342,B
2174,Hirschburg,DE,Hirschburg DE,http://sws.geonames.org/2903688/,54.23785,12.32108,B
2175,Hisingen,SE,Hisingen SE,http://sws.geonames.org/2706344/,57.76667,11.88333,C
2176,Hitsberg,NL,Hitsberg NL,http://sws.geonames.org/2754046/,51.02631,5.78542,A
2177,Hitterö,NO,Hitterö NO,http://sws.geonames.org/3152715/,58.2247,6.57872,C
2178,Hitzacker,DE,Hitzacker DE,http://sws.geonames.org/2903470/,53.15254,11.04418,B
2179,Hitzum,NL,Hitzum NL,http://sws.geonames.org/2754044/,53.16576,5.51754,A
2180,Hjerting,DK,Hjerting DK,http://sws.geonames.org/2620222/,55.5261,8.35802,C
2181,Hobbach,DE,Hobbach DE,http://sws.geonames.org/2903427/,49.85377,9.27782,D
2182,Hoboken,US,Hoboken US,http://sws.geonames.org/5099133/,40.74399,-74.03236,0
2183,Hobro,DK,Hobro DK,http://sws.geonames.org/2620167/,56.64306,9.79029,C
2184,Hoch-Elten,DE,Hoch-Elten DE,http://sws.geonames.org/3205866/,51.86559,6.17366,A
2185,Hochemmerich,DE,Hochemmerich DE,http://sws.geonames.org/2903262/,51.40936,6.718,D
2186,Hochkirch,DE,Hochkirch DE,http://sws.geonames.org/2903125/,51.14898,14.57063,D
2187,Hochstift Minden,DE,Hochstift Minden DE,https://www.wikidata.org/wiki/Q650645,52.3156,8.85361,B
2188,Hoedekenskerke,NL,Hoedekenskerke NL,http://sws.geonames.org/2754035/,51.425,3.9125,A
2189,Hoef,NL,Hoef NL,http://sws.geonames.org/2754033/,52.25417,5.54861,A
2190,Hoegaarden,BE,Hoegaarden BE,http://sws.geonames.org/2795703/,50.7756,4.88952,A
2191,Hoei,BE,Hoei BE,http://sws.geonames.org/2795113/,50.51894,5.23284,F
2192,Hoek,NL,Hoek NL,http://sws.geonames.org/2754029/,51.31,3.77778,A
2193,Hoeksmeer,NL,Hoeksmeer NL,http://sws.geonames.org/2754011/,53.2975,6.78333,A
2194,Hoensbroek,NL,Hoensbroek NL,http://sws.geonames.org/2753996/,50.92387,5.92528,A
2195,Hoevelaken,NL,Hoevelaken NL,http://sws.geonames.org/2753987/,52.175,5.45833,A
2196,Hoeven,NL,Hoeven NL,http://sws.geonames.org/2753982/,51.57917,4.58333,A
2197,Hofgeismar,DE,Hofgeismar DE,http://sws.geonames.org/2902559/,51.49607,9.385,D
2198,Hofwegen,NL,Hofwegen NL,http://sws.geonames.org/2753957/,51.87003,4.78334,A
2199,Hoge Zwaluwe,NL,Hoge Zwaluwe NL,http://sws.geonames.org/2753700/,51.6875,4.74444,A
2200,Hogeland (provincie Groningen),NL,Hogeland (provincie Groningen) NL,https://www.wikidata.org/wiki/Q2483061,53.3925,6.55833,A
2201,Hogen,SE,Hogen SE,http://sws.geonames.org/3332838/,58.30556,11.56667,C
2202,Hogendijk,NL,Hogendijk NL,http://sws.geonames.org/2753938/,51.6,4.23333,A
2203,Hohenhameln,DE,Hohenhameln DE,http://sws.geonames.org/2901731/,52.25755,10.06416,B
2204,Hohenkirchen,DE,Hohenkirchen DE,http://sws.geonames.org/2901654/,53.6626,7.9174,B
2205,Hohenlohe,DE,Hohenlohe DE,http://sws.geonames.org/2901615/,51.69184,12.52158,D
2206,Hohenlohekreis,DE,Hohenlohekreis DE,http://sws.geonames.org/3220748/,49.25778,9.59806,D
2207,Hojer,DK,Hojer DK,http://sws.geonames.org/2619951/,54.96344,8.69853,C
2208,Højer,DK,Højer DK,http://sws.geonames.org/2619951/,54.96344,8.69853,C
2209,Holbæk,DK,Holbæk DK,http://sws.geonames.org/2620147/,55.71354,11.7169,C
2210,Holland (graafschap),NL,Holland (graafschap) NL,https://www.wikidata.org/wiki/Q762943,52.16325,4.536778,A
2211,Hollenberg,NL,Hollenberg NL,http://sws.geonames.org/2753894/,51.93833,6.60417,A
2212,Hollum,NL,Hollum NL,http://sws.geonames.org/2753887/,53.4394,5.63805,A
2213,Holmestrand,NO,Holmestrand NO,http://sws.geonames.org/3152132/,59.48761,10.31761,C
2214,Holsen,DE,Holsen DE,http://sws.geonames.org/2900282/,52.28197,8.69473,B
2215,Holst,NL,Holst NL,http://sws.geonames.org/2753879/,51.13583,6.04167,A
2216,Holstebro,DK,Holstebro DK,http://sws.geonames.org/2620046/,56.36009,8.61607,C
2217,Holstein,DE,Holstein DE,https://www.wikidata.org/wiki/Q111224,54.1667,9.66667,B
2218,Holsund,NO,Holsund NO,http://sws.geonames.org/9712929/,60.23761,5.60066,C
2219,Holt,NL,Holt NL,http://sws.geonames.org/2753877/,52.52333,6.33611,A
2220,Holte,NL,Holte NL,http://sws.geonames.org/2753875/,53.0575,7.04861,A
2221,Holten,NL,Holten NL,http://sws.geonames.org/2753874/,52.28083,6.42222,A
2222,Holtenau,DE,Holtenau DE,http://sws.geonames.org/2900218/,54.37294,10.14763,B
2223,Holtland,NL,Holtland NL,http://sws.geonames.org/2753859/,52.8425,6.34722,A
2224,Holwerd,NL,Holwerd NL,http://sws.geonames.org/2753852/,53.36815,5.90073,A
2225,Holwierde,NL,Holwierde NL,http://sws.geonames.org/2753846/,53.35833,6.87361,A
2226,Holysloot,NL,Holysloot NL,http://sws.geonames.org/2753843/,52.41333,5.025,A
2227,Holzminden,DE,Holzminden DE,http://sws.geonames.org/2899601/,51.82798,9.4455,B
2228,Homberg,De,Homberg De,http://sws.geonames.org/2899479/,50.73108,8.99644,D
2229,Hombressen,DE,Hombressen DE,http://sws.geonames.org/2899462/,51.49442,9.45614,D
2230,Homburg (graafschap),DE,Homburg (graafschap) DE,https://www.wikidata.org/wiki/Q1934754,50.912,7.52978,D
2231,Homburg,DE,Homburg DE,http://sws.geonames.org/2899449/,49.32637,7.33867,D
2232,Hommert,NL,Hommert NL,http://sws.geonames.org/2753835/,50.93583,5.91528,A
2233,Hommerts,NL,Hommerts NL,http://sws.geonames.org/2753834/,52.98026,5.64963,A
2234,Hondschoote,FR,Hondschoote FR,http://sws.geonames.org/3013174/,50.978,2.58372,A
2235,Honfleur,FR,Honfleur FR,http://sws.geonames.org/3013173/,49.41985,0.23294,F
2236,Hönsberget,FI,Hönsberget FI,http://sws.geonames.org/10096436/,60.40922,26.54405,C
2237,Honselersdijk,NL,Honselersdijk NL,http://sws.geonames.org/2753806/,52.00665,4.22441,A
2238,Honswijk,NL,Honswijk NL,http://sws.geonames.org/2753805/,51.97167,5.17917,A
2239,Honthem,NL,Honthem NL,http://sws.geonames.org/2753802/,50.81417,5.79861,A
2240,Hoogblokland,NL,Hoogblokland NL,http://sws.geonames.org/2753789/,51.875,4.97639,A
2241,Hooge,DE,Hooge DE,http://sws.geonames.org/3208549/,54.57,8.54806,C
2242,Hooge Zwaluwe,NL,Hooge Zwaluwe NL,http://sws.geonames.org/2753700/,51.6875,4.74444,A
2243,Hoogeberg,NL,Hoogeberg NL,http://sws.geonames.org/2753775/,53.04362,4.8172,A
2244,Hoogerheide,NL,Hoogerheide NL,http://sws.geonames.org/2753725/,51.42417,4.325,A
2245,Hoogeveen,NL,Hoogeveen NL,http://sws.geonames.org/2753719/,52.7225,6.47639,A
2246,Hoogezand,NL,Hoogezand NL,http://sws.geonames.org/2753706/,53.16167,6.76111,A
2247,Hooghly,IN,Hooghly IN,http://sws.geonames.org/1269911/,22.82893,88.20099,0
2248,Hoogkarspel,NL,Hoogkarspel NL,http://sws.geonames.org/2753691/,52.695,5.18056,A
2249,Hoogkerk,NL,Hoogkerk NL,http://sws.geonames.org/2753688/,53.21083,6.50139,A
2250,Hoogland,NL,Hoogland NL,http://sws.geonames.org/2753686/,52.1825,5.37361,A
2251,Hoogmade,NL,Hoogmade NL,http://sws.geonames.org/2753681/,52.16917,4.58194,A
2252,Hoogstraten,BE,Hoogstraten BE,http://sws.geonames.org/2795398/,51.40029,4.76034,A
2253,Hoogveld,NL,Hoogveld NL,http://sws.geonames.org/2753668/,51.65833,5.66806,A
2254,Hoogvliet,NL,Hoogvliet NL,http://sws.geonames.org/2753666/,51.86333,4.3625,A
2255,Hoogwoud,NL,Hoogwoud NL,http://sws.geonames.org/2753663/,52.71583,4.93889,A
2256,Hooksiel,DE,Hooksiel DE,http://sws.geonames.org/2899289/,53.63185,8.02668,B
2257,Hoonhorst,NL,Hoonhorst NL,http://sws.geonames.org/2753644/,52.48667,6.22778,A
2258,Hoonte,NL,Hoonte NL,http://sws.geonames.org/2753643/,52.12583,6.60833,A
2259,Hoorn,NL,Hoorn NL,http://sws.geonames.org/2753638/,52.6425,5.05972,A
2260,Hopsten,DE,Hopsten DE,http://sws.geonames.org/2899135/,52.3817,7.60156,B
2261,Hörde,DE,Hörde DE,http://sws.geonames.org/2899070/,51.48371,7.5003,D
2262,Horick,NL,Horick NL,http://sws.geonames.org/2753613/,51.30583,5.77778,A
2263,Horn-Bad Meinberg,DE,Horn-Bad Meinberg DE,http://sws.geonames.org/2898894/,51.8855,8.96244,B
2264,Horneburg,DE,Horneburg DE,http://sws.geonames.org/2898847/,53.50672,9.57546,B
2265,Horsens,DK,Horsens DK,http://sws.geonames.org/2619771/,55.86066,9.85034,C
2266,Horsham,GB,Horsham GB,http://sws.geonames.org/2646557/,51.06314,-0.32757,E
2267,Horssen,NL,Horssen NL,http://sws.geonames.org/2753593/,51.85583,5.60972,A
2268,Horst,NL,Horst NL,http://sws.geonames.org/2753591/,51.45417,6.05139,A
2269,Horsten,NL,Horsten NL,http://sws.geonames.org/2753583/,52.94417,7.00833,A
2270,Horten,NO,Horten NO,http://sws.geonames.org/3151770/,59.41721,10.48343,C
2271,Horumersiel,DE,Horumersiel DE,http://sws.geonames.org/2898514/,53.68579,8.01145,B
2272,Houten,NL,Houten NL,http://sws.geonames.org/2753557/,52.02833,5.16806,A
2273,Houthem,NL,Houthem NL,http://sws.geonames.org/2753548/,50.8725,5.79306,A
2274,Houwerzijl,NL,Houwerzijl NL,http://sws.geonames.org/2753534/,53.33583,6.34028,A
2275,Hov,FO,Hov FO,http://sws.geonames.org/2619734/,61.50635,-6.76048,0
2276,Hovstad,SE,Hovstad SE,http://sws.geonames.org/2704637/,58.1,15.7,C
2277,Hub,NL,Hub NL,http://sws.geonames.org/2753531/,51.32167,5.95833,A
2278,Hugli,IN,Hugli IN,http://sws.geonames.org/1269910/,22.90877,88.39674,0
2279,Huij,NL,Huij NL,http://sws.geonames.org/2753522/,51.70667,5.90139,A
2280,Huisduinen,NL,Huisduinen NL,http://sws.geonames.org/2753510/,52.9525,4.72639,A
2281,Huissen,NL,Huissen NL,http://sws.geonames.org/2753504/,51.93833,5.93333,A
2282,Huizen,NL,Huizen NL,http://sws.geonames.org/2753468/,52.29917,5.24167,A
2283,Huizum,NL,Huizum NL,http://sws.geonames.org/2753470/,53.1917,5.81119,A
2284,Hülm,DE,Hülm DE,http://sws.geonames.org/2897837/,51.64872,6.1492,A
2285,Hüls,DE,Hüls DE,http://sws.geonames.org/2897830/,51.37286,6.51043,D
2286,Huls,NL,Huls NL,http://sws.geonames.org/2753454/,50.84417,5.97222,A
2287,Hulsberg,NL,Hulsberg NL,http://sws.geonames.org/2753452/,50.88917,5.85556,A
2288,Hulst,NL,Hulst NL,http://sws.geonames.org/2753439/,51.28,4.05278,A
2289,Hulten,NL,Hulten NL,http://sws.geonames.org/2753430/,51.5725,4.95417,A
2290,Hummelo,NL,Hummelo NL,http://sws.geonames.org/2753423/,52.00417,6.23333,A
2291,Hundshausen,DE,Hundshausen DE,http://sws.geonames.org/2897510/,50.97705,9.14055,D
2292,Hunedoara County,RO,Hunedoara County RO,https://www.wikidata.org/wiki/Q191071,45.78,22.93,I
2293,Hungary,HU,Hungary HU,http://sws.geonames.org/719819/,47,20,I
2294,Hunsel,NL,Hunsel NL,http://sws.geonames.org/2753416/,51.19,5.8125,A
2295,Hurdegaryp,NL,Hurdegaryp NL,http://sws.geonames.org/2754864/,53.21333,5.94137,A
2296,Hurwenen,NL,Hurwenen NL,http://sws.geonames.org/2753404/,51.81083,5.31667,A
2297,Husken,NL,Husken NL,http://sws.geonames.org/2753401/,50.89567,5.95648,A
2298,Husum,DE,Husum DE,http://sws.geonames.org/2897132/,54.4858,9.05239,C
2299,Husum-Ballum,DK,Husum-Ballum DK,http://sws.geonames.org/2619597/,55.07697,8.67297,C
2300,Ibbenbüren,DE,Ibbenbüren DE,http://sws.geonames.org/2896817/,52.27964,7.71457,B
2301,Iceland,IS,Iceland IS,http://sws.geonames.org/2629691/,65,-18,0
2302,Ichtershausen,DE,Ichtershausen DE,http://sws.geonames.org/2896768/,50.87602,10.97028,D
2303,Idstein,DE,Idstein DE,http://sws.geonames.org/2896736/,50.21773,8.26679,D
2304,Ieper,BE,Ieper BE,http://sws.geonames.org/2795100/,50.85114,2.88569,A
2305,Ierland,IE,Ierland IE,http://sws.geonames.org/2963597/,53,-8,E
2306,IJlst,NL,IJlst NL,http://sws.geonames.org/2753379/,53.01009,5.62312,A
2307,IJmuiden,NL,IJmuiden NL,http://sws.geonames.org/2753376/,52.4603,4.61048,A
2308,IJsland,IS,IJsland IS,http://sws.geonames.org/2629691/,65,-18,0
2309,IJssel,NL,IJssel NL,http://sws.geonames.org/2753367/,52.58177,5.85073,A
2310,IJsselmonde,NL,IJsselmonde NL,http://sws.geonames.org/2753359/,51.9,4.55,A
2311,IJsselmuiden,NL,IJsselmuiden NL,http://sws.geonames.org/2753358/,52.5649,5.92901,A
2312,IJsselstein,NL,IJsselstein NL,http://sws.geonames.org/2753355/,52.02,5.04306,A
2313,IJzendijke,NL,IJzendijke NL,http://sws.geonames.org/2753348/,51.32167,3.61667,A
2314,IJzendoorn,NL,IJzendoorn NL,http://sws.geonames.org/2753347/,51.90583,5.53333,A
2315,IJzerlo,NL,IJzerlo NL,http://sws.geonames.org/2753340/,51.89083,6.54167,A
2316,Iława,PL,Iława PL,http://sws.geonames.org/3097902/,53.59601,19.56849,B
2317,Île-d'Arz,FR,Île-d'Arz FR,http://sws.geonames.org/6620140/,47.5902,-2.8018,F
2318,Île-d'Oléron,FR,Île-d'Oléron FR,http://sws.geonames.org/6559563/,45.92395,-1.29969,F
2319,Ile-de-Noirmontier,FR,Ile-de-Noirmontier FR,http://sws.geonames.org/2990205/,46.99733,-2.27374,F
2320,Île-de-Oléron,FR,Île-de-Oléron FR,http://sws.geonames.org/6559563/,45.92395,-1.29969,F
2321,Ilha de São Tomé,ST,Ilha de São Tomé ST,http://sws.geonames.org/2410764/,0.25,6.6,0
2322,Illesheim,DE,Illesheim DE,http://sws.geonames.org/2896543/,49.4802,10.38165,D
