das_voyage_id,direction,ship_name,ship_tonnage,chamber,departure_date,departure_place,arrival_date_cape,departure_date_cape,arrival_date,arrival_place
93571,outward,Stabroek,900,Amsterdam,1723-01-09,Texel,1723-04-18,1723-05-01,1723-07-11,Batavia
93572,outward,Wendela,600,Amsterdam,1723-01-09,Texel,1723-04-11,1723-05-01,1723-06-29,Batavia
93573,outward,Westerbeek,650,Amsterdam,1723-01-09,Texel,1723-04-12,1723-05-01,1723-07-15,Batavia
93574,outward,Westerdijkshorn,1150,Amsterdam,1723-01-09,Texel,1723-04-12,1723-05-01,1723-07-01,Batavia
93575,outward,Westfriesland,370,Hoorn,1723-01-09,Texel,1723-04-17,1723-05-01,1723-06-29,Batavia
93576,outward,Castor En Pollux,400,Zeeland,1723-01-13,Rammekens,1723-05-14,1723-06-28,1723-08-28,Batavia
93577,outward,Magdalena,600,Zeeland,1723-01-13,Rammekens,1723-05-15,1723-06-28,1723-08-26,Batavia
93578,outward,Nederhoven,600,Zeeland,1723-01-13,Rammekens,1723-05-21,1723-07-05,1723-10-28,Batavia
93579,outward,Vaderland Getrouw,848,Zeeland,1723-01-13,Rammekens,1723-05-14,1723-06-28,1723-08-31,Batavia
91610,outward,Zoetelingskerke,1100,Zeeland,1723-01-13,Rammekens,1723-05-15,1723-06-28,1723-09-07,Batavia
91611,outward,Hoedekenskerke,830,Zeeland,1723-03-28,Rammekens,1723-07-20,1723-08-11,1723-10-24,Batavia
91612,outward,Zeepost,,Zeeland,1723-03-28,Rammekens,1723-07-20,nan,1723-07-20,The Cape
91613,outward,Hof Niet Altijd Zomer,600,Zeeland,1723-03-28,Rammekens,1723-07-20,1723-08-11,1723-10-23,Batavia
91614,outward,Kasteel Van Woerden,850,Delft,1723-03-29,Goeree,1723-07-09,1723-07-25,1723-10-01,Batavia
91615,outward,Patmos,810,Rotterdam,1723-04-07,Hellevoetsluis,1723-07-16,1723-08-09,1723-10-25,Batavia
91616,outward,Margareta,600,Amsterdam,1723-04-25,Texel,1723-09-03,1723-10-18,1724-01-02,Batavia
91617,outward,Opperdoes,600,Amsterdam,1723-04-25,Texel,1723-09-07,1723-10-28,1724-01-10,Batavia
91618,outward,Raadhuis Van Vlissingen,600,Zeeland,1723-04-29,Rammekens,1723-11-05,1723-11-19,1724-02-13,Batavia
91619,outward,Wolphaartsdijk,660,Zeeland,1723-04-29,Rammekens,1723-09-07,1723-11-06,1724-01-21,Batavia
93580,outward,Strijkebolle,540,Enkhuizen,1723-05-01,Texel,1723-08-24,1723-09-07,1723-12-04,Batavia
93581,outward,Noorderkwartier,550,Hoorn,1723-05-03,Texel,1723-12-23,1724-01-13,1724-05-26,Batavia
93582,outward,Goudriaan,630,Amsterdam,1723-05-15,Goeree,1723-09-16,1723-11-06,1724-02-19,Batavia
93583,outward,Petronella Alida,550,Enkhuizen,1723-05-20,Texel,1723-11-17,1723-12-20,1724-04-14,Batavia
93584,outward,Den Dam,600,Delft,1723-05-24,Goeree,1722-09-07,1723-09-24,1723-12-18,Batavia
93585,outward,Meteren,190,Amsterdam,1723-05-24,Texel,nan,nan,nan,
93586,outward,Windhond,370,Amsterdam,1723-05-24,Texel,1723-09-03,1723-09-24,1723-12-01,Batavia
93587,outward,Voorburg,600,Amsterdam,1723-05-25,Texel,1723-11-03,1723-11-25,1724-01-31,Batavia
93588,outward,Adelaar,810,Zeeland,1723-06-06,Rammekens,1723-10-17,1723-11-10,1724-01-16,Batavia
93589,outward,Borssele,800,Zeeland,1723-06-06,Rammekens,1723-10-17,1723-11-06,1724-02-01,Ceylon
93590,outward,Berbices,1136,Amsterdam,1723-07-12,Texel,1723-11-19,1723-12-08,1724-03-21,Batavia
93591,outward,Anna Maria,600,Zeeland,1723-09-27,Rammekens,1724-01-04,1724-01-18,1724-04-01,Batavia
93592,outward,Doornik,830,Zeeland,1723-09-27,Rammekens,1724-01-04,1724-01-18,1724-04-17,Batavia
93593,outward,Fortuin,800,Amsterdam,1723-09-27,Texel,1724-01-02,1724-01-18,nan,
93594,outward,'S-Graveland,600,Amsterdam,1723-09-27,Texel,1724-01-02,1724-02-03,1724-04-27,Batavia
93595,outward,Hogenes,870,Amsterdam,1723-04-27,Texel,1724-01-02,1724-01-18,1724-04-21,Batavia
93596,outward,Stadwijk,1150,Amsterdam,1723-11-02,Texel,1724-03-08,1724-03-23,1724-06-07,Batavia
93597,outward,Bentveld,938,Amsterdam,1723-11-29,Texel,1724-06-07,1724-07-01,1724-08-29,Batavia
93598,outward,Kommerrust,810,Amsterdam,1723-11-29,Texel,1724-06-08,1724-07-01,1724-09-02,Batavia
93599,outward,Heinkenszand,1150,Zeeland,1723-11-30,Rammekens,1724-06-22,1724-07-13,1724-09-29,Batavia
93600,outward,Valkenisse,1150,Zeeland,1723-11-30,Rammekens,1724-07-20,1724-08-20,1724-10-21,Batavia
93601,outward,Blijdorp,900,Rotterdam,1724-01-08,Goeree,1724-05-13,1724-05-23,1724-08-03,Batavia
93602,outward,Langerode,600,Delft,1724-01-08,Goeree,1724-05-07,1724-05-22,1724-07-10,Batavia
93603,outward,Barbestein,1100,Zeeland,1724-02-10,Rammekens,1724-06-18,1724-07-01,1724-09-01,Batavia
93604,outward,Barneveld,1008,Amsterdam,1724-02-10,Texel,nan,nan,nan,
93605,outward,Berkenrode,1150,Amsterdam,1724-02-10,Texel,1724-06-05,1724-07-01,1724-08-30,Batavia
93606,outward,Hillegonda,850,Hoorn,1724-02-10,Texel,1724-07-16,1724-08-20,1724-11-08,Batavia
93607,outward,Jacoba,805,Amsterdam,1724-02-10,Texel,1724-06-20,1724-07-01,1724-09-30,Ceylon
93608,outward,Johanna,550,Enkhuizen,1724-02-10,Texel,1724-06-07,1724-07-01,1724-08-30,Batavia
93609,outward,Stad Leiden,1140,Amsterdam,1724-02-10,Texel,1724-06-07,1724-07-01,1724-08-29,Batavia
93610,outward,Prattenburg,1150,Amsterdam,1724-02-10,Texel,1724-06-07,1724-07-01,1724-09-02,Batavia
93611,outward,Saksenburg,610,Amsterdam,1724-02-10,Texel,1724-06-06,1724-06-19,1724-08-30,Batavia
93612,outward,Samaritaan,600,Zeeland,1724-02-10,Rammekens,1724-06-11,1724-07-01,1724-09-07,Batavia
93613,outward,Theodora,600,Amsterdam,1724-02-10,Texel,1724-06-07,1724-07-01,1724-09-07,Ceylon
93614,outward,Wickenburg,850,Zeeland,1724-02-10,Rammekens,1724-06-11,1724-07-01,1724-09-02,Batavia
93615,outward,Noordbeek,858,Delft,1724-04-01,Goeree,1724-07-13,1724-08-05,1724-10-21,Batavia
93616,outward,Cats,580,Rotterdam,1724-05-02,Goeree,1724-10-25,1724-11-17,1725-02-04,Batavia
93617,outward,Stadhuis Van Delft,600,Delft,1724-05-02,Goeree,1724-10-25,1724-11-17,1725-02-23,Batavia
93618,outward,Baanman,650,Amsterdam,1724-05-03,Texel,1724-10-06,1724-11-02,1725-02-03,Batavia
93619,outward,Wapen Van Hoorn,850,Amsterdam,1724-05-03,Texel,1724-10-13,1724-11-09,1725-02-03,Batavia
93620,outward,Luchtenburg,800,Hoorn,1724-05-03,Texel,1724-10-06,1724-11-02,1725-01-21,Batavia
93621,outward,Meerhuizen,600,Amsterdam,1724-05-03,Texel,1724-10-21,1724-11-26,1725-03-21,Batavia
93622,outward,D'Uno,250,Amsterdam,1724-05-03,Texel,1724-11-01,1724-11-26,1725-03-21,Batavia
93623,outward,Haften,600,Enkhuizen,1724-05-27,Texel,1724-10-06,1724-11-02,1725-01-21,Batavia
93624,outward,Meijenburg,1180,Zeeland,1724-06-01,Rammekens,1724-10-21,1724-11-17,1725-01-21,Batavia
93625,outward,Hof Niet Altijd Winter,650,Zeeland,1724-06-01,Rammekens,1724-10-30,1724-11-26,1725-03-27,Batavia
93670,outward,Boekenrode,890,Amsterdam,1724-06-11,Texel,1724-10-12,1724-11-09,1725-02-04,Batavia
93671,outward,Hogersmilde,810,Amsterdam,1724-06-11,Texel,1724-10-12,1724-11-09,1725-02-03,Batavia
93672,outward,Karsenhof,800,Amsterdam,1724-06-11,Texel,1724-10-09,1724-11-02,1725-01-11,Batavia
93673,outward,Land Van Beloften,520,Enkhuizen,1724-06-15,Texel,1724-10-21,1724-11-09,1725-02-03,Batavia
93674,outward,Castricum,1150,Amsterdam,1724-09-16,Texel,1725-01-28,1725-02-20,1725-05-15,Batavia
93675,outward,Geertruid,600,Amsterdam,1724-09-16,Texel,1725-02-03,1725-02-28,1725-06-02,Batavia
93676,outward,Loenderveen,650,Hoorn,1724-09-16,Texel,1725-02-03,1725-02-24,1725-06-02,Batavia
93677,outward,Mijnden,1008,Amsterdam,1724-10-18,Texel,1725-03-20,1725-04-10,1725-06-28,Batavia
93678,outward,Oostrust,1140,Amsterdam,1724-10-18,Texel,1725-03-08,1725-03-23,1725-06-24,Batavia
93679,outward,Pallas,650,Amsterdam,1724-10-18,Texel,1725-03-25,1725-04-29,1725-08-15,Ceylon
93680,outward,Wendela,600,Amsterdam,1724-10-18,Texel,1725-04-13,1725-05-14,1725-07-31,Batavia
93681,outward,Slot Aldegonde,1160,Zeeland,1724-10-31,Rammekens,1725-04-15,1725-05-14,1725-08-01,Batavia
93682,outward,Slot Ter Hoge,850,Zeeland,1724-10-31,Rammekens,nan,nan,nan,
93683,outward,Huis Ten Donk,650,Rotterdam,1724-12-24,Goeree,1725-06-01,1725-06-21,1725-08-23,Batavia
93684,outward,Amsterdam,800,Amsterdam,1724-12-25,Texel,1725-04-29,1725-05-14,1725-07-13,Batavia
93685,outward,Delfland,600,Delft,1724-12-25,Goeree,1725-07-16,1725-08-08,1725-10-30,Batavia
93686,outward,Elisabeth,1140,Amsterdam,1724-12-25,Texel,1725-06-13,1725-07-03,1725-09-16,Batavia
93687,outward,Fijenoord,160,Rotterdam,1724-12-25,Goeree,1725-05-20,nan,nan,
93688,outward,Magdalena,600,Hoorn,1724-12-25,Texel,1725-09-21,1725-10-18,1726-01-25,Batavia
93689,outward,Midloo,800,Amsterdam,1724-12-25,Texel,1725-09-11,1725-10-10,1726-01-22,Ceylon
93690,outward,Victoria,160,Hoorn,1724-12-25,Texel,1725-06-12,nan,nan,
93691,outward,Akerendam,850,Amsterdam,1725-01-19,Texel,nan,nan,nan,
93692,outward,Gaasperdam,1150,Amsterdam,1725-01-19,Texel,1725-08-11,1725-09-14,1725-12-01,Batavia
93693,outward,Kockengen,824,Amsterdam,1725-01-19,Texel,1725-08-11,1725-09-14,1725-11-22,Batavia
93694,outward,Witsburg,520,Enkhuizen,1725-01-19,Texel,1725-09-21,1725-10-18,1726-01-25,Batavia
93695,outward,Everswaart,850,Zeeland,1725-02-03,Rammekens,1725-05-18,1725-06-03,1725-07-31,Batavia
93696,outward,Zoetelingskerke,1100,Zeeland,1725-02-03,Rammekens,1725-05-18,1725-06-06,1725-08-09,Batavia
93697,outward,Nieuwvliet,650,Zeeland,1725-03-19,Rammekens,1725-07-24,1725-09-14,1725-11-22,Batavia
93698,outward,Rijksdorp,792,Zeeland,1725-03-19,Rammekens,1725-07-28,1725-09-14,1725-11-16,Batavia
93699,outward,Patmos,810,Rotterdam,1725-04-11,Goeree,1725-07-27,1725-08-10,1725-10-14,Batavia
93700,outward,Spiering,810,Delft,1725-04-25,Goeree,1725-08-22,1725-09-14,1725-12-15,Batavia
93701,outward,Spieringshoek,450,Delft,1725-04-25,Goeree,1725-08-17,1725-09-14,1725-12-15,Batavia
93702,outward,Strijkebolle,540,Enkhuizen,1725-05-18,Texel,1725-09-21,1725-10-18,1726-01-11,Batavia
93703,outward,Huis De Vlotter,528,Hoorn,1725-05-18,Texel,1725-09-21,1725-10-18,1726-01-24,Batavia
93704,outward,Aagtekerke,850,Zeeland,1725-05-27,Rammekens,1726-01-03,1726-01-27,nan,
93705,outward,Ravestein,800,Zeeland,1725-05-27,Rammekens,1725-12-09,1726-01-08,nan,
93706,outward,Stabroek,900,Amsterdam,1725-05-30,Texel,1725-10-23,1725-11-19,1726-02-21,Ceylon
93707,outward,Steenhoven,850,Amsterdam,1725-05-30,Texel,1726-02-18,1726-03-27,1726-06-30,Batavia
93708,outward,Schuitwijk,650,Enkhuizen,1725-06-05,Texel,1725-12-12,1726-01-08,1726-04-24,Batavia
93709,outward,Beekvliet,850,Amsterdam,1725-06-30,Texel,1726-02-18,1726-03-27,1726-06-30,Batavia
93710,outward,Klarabeek,705,Amsterdam,1725-06-30,Texel,1726-02-18,1726-03-27,1726-06-30,Batavia
93711,outward,Westfriesland,370,Amsterdam,1725-06-30,Texel,1725-12-12,1726-01-27,1726-05-27,Batavia
93712,outward,Astrea,800,Amsterdam,1725-09-30,Texel,nan,nan,nan,
93713,outward,Heesburg,850,Amsterdam,1725-09-30,Texel,1726-02-04,1726-02-20,1726-05-19,Batavia
93714,outward,Linschoten,804,Amsterdam,1725-09-30,Texel,1726-02-07,1726-03-04,1726-05-19,Batavia
93715,outward,Susanna,600,Amsterdam,1725-09-30,Texel,1726-02-05,1726-03-21,1726-06-23,Batavia
93716,outward,Velserbeek,650,Amsterdam,1725-09-30,Texel,1726-02-05,1726-02-20,1726-05-21,Batavia
93717,outward,Westerdijkshorn,1150,Amsterdam,1725-09-30,Texel,1726-02-05,1726-03-04,1726-05-19,Batavia
93718,outward,Adelaar,810,Zeeland,1725-10-01,Rammekens,1726-01-31,1726-02-15,1726-04-24,Batavia
93719,outward,'S Heer Arendskerke,600,Zeeland,1725-10-01,Rammekens,1726-01-31,1726-02-15,1726-04-26,Batavia
93720,outward,Borssele,800,Zeeland,1725-10-01,Rammekens,1726-01-31,1726-02-15,1726-05-21,Batavia
93721,outward,Opperdoes,600,Hoorn,1725-10-17,Texel,1726-01-23,1726-02-09,1726-05-19,Batavia
93722,outward,Goudriaan,630,Delft,1725-10-18,Goeree,1726-02-25,1726-03-11,1726-06-03,Batavia
93723,outward,Groenswaart,600,Rotterdam,1725-10-18,Goeree,1726-02-18,1726-03-10,1726-05-29,Batavia
93724,outward,Vis,600,Enkhuizen,1725-10-30,Texel,1726-04-09,1726-04-30,1726-08-17,Batavia
93725,outward,Langerode,600,Delft,1726-01-12,Goeree,1726-04-16,1726-04-30,1726-07-02,Batavia
93726,outward,Berkenrode,1150,Amsterdam,1726-01-15,Texel,1726-04-20,1726-05-16,1726-07-30,Batavia
93727,outward,Doornik,830,Amsterdam,1726-01-15,Texel,1726-04-23,1726-05-16,1726-08-04,Ceylon
93728,outward,'S-Graveland,600,Amsterdam,1726-01-15,Texel,1726-04-29,1726-05-28,1726-07-30,Batavia
93729,outward,Haarlem,850,Amsterdam,1726-01-15,Texel,1726-04-16,1726-04-30,1726-06-22,Ceylon
93730,outward,Landskroon,850,Amsterdam,1726-01-15,Texel,1726-04-16,1726-04-30,1726-07-16,Batavia
93731,outward,Stad Leiden,1140,Amsterdam,1726-01-15,Texel,1726-04-23,1726-05-16,1726-07-29,Batavia
93732,outward,Margareta,600,Enkhuizen,1726-01-15,Texel,1726-04-26,1726-05-16,1726-07-29,Batavia
93733,outward,Stadwijk,1150,Amsterdam,1726-01-15,Texel,1726-04-07,1726-04-26,1726-06-23,Batavia
93734,outward,Heinkenszand,1150,Zeeland,1726-01-17,Rammekens,1726-04-28,1726-05-16,1726-07-30,Batavia
93735,outward,Middelwoud,804,Zeeland,1726-01-17,Rammekens,1726-05-26,1726-06-14,1726-08-17,Batavia
93736,outward,Hof Niet Altijd Zomer,600,Zeeland,1726-01-17,Rammekens,1726-04-30,1726-05-16,1726-07-30,Batavia
93737,outward,Cornelia,800,Zeeland,1726-04-05,Rammekens,1726-07-18,1726-08-05,1726-10-07,Batavia
93738,outward,Wickenburg,850,Zeeland,1726-04-05,Rammekens,1726-07-18,1726-08-05,1726-10-09,Batavia
93739,outward,Noordwaddinxveen,850,Rotterdam,1726-04-21,Goeree,1726-08-31,1726-09-19,1726-12-20,Batavia
93740,outward,Herstelling,600,Delft,1726-04-22,Goeree,1726-08-13,1726-08-28,1726-10-21,Batavia
93741,outward,Hillegonda,850,Hoorn,1726-04-22,Texel,1726-08-12,1726-08-28,1726-10-25,Batavia
93742,outward,Johanna,550,Enkhuizen,1726-05-06,Texel,1726-08-31,1726-09-19,1726-12-22,Batavia
93743,outward,Berbices,1136,Amsterdam,1726-05-15,Texel,1726-10-22,1726-11-19,1727-02-19,Batavia
93744,outward,Jacoba,805,Amsterdam,1726-05-15,Texel,1726-10-21,1726-11-18,1727-01-23,Batavia
93745,outward,Kommerrust,810,Amsterdam,1726-05-15,Texel,1726-10-20,1726-11-06,1727-01-22,Batavia
93746,outward,Meerlust,600,Amsterdam,1726-05-15,Texel,1726-10-21,1726-11-19,1727-03-05,Batavia
93747,outward,Windhond,370,Amsterdam,1726-05-15,Texel,1726-10-30,1726-11-18,1727-01-23,Batavia
93748,outward,Blijdorp,900,Rotterdam,1726-11-06,Goeree,1727-04-13,1727-05-01,1727-07-16,Batavia
93749,outward,Ter Horst,520,Delft,1726-11-06,Goeree,1727-04-08,1727-05-01,1727-07-29,Batavia
93750,outward,Huis Te Assenburg,800,Amsterdam,1726-11-07,Texel,1727-03-16,1727-04-03,1727-06-22,Batavia
93751,outward,Barbestein,1100,Zeeland,1726-11-07,Rammekens,1727-03-18,1727-04-19,1727-07-11,Batavia
93752,outward,Boekenrode,890,Amsterdam,1726-11-07,Texel,1727-06-27,1727-08-09,1727-10-18,Batavia
93753,outward,Everswaart,850,Zeeland,1726-11-07,Rammekens,1727-04-18,1727-05-08,1727-07-16,Batavia
93754,outward,Hogenes,870,Zeeland,1726-11-07,Rammekens,1727-04-13,1727-05-16,1727-07-16,Batavia
93755,outward,Hopvogel,600,Hoorn,1726-11-07,Texel,1727-04-27,1727-05-16,1727-08-03,Batavia
93756,outward,Karsenhof,800,Amsterdam,1726-11-07,Texel,1727-04-17,1727-05-16,1727-07-24,Batavia
93757,outward,Ketel,810,Amsterdam,1726-11-07,Texel,1727-04-16,1727-05-16,1727-07-24,Batavia
93758,outward,Oudenaarde,858,Amsterdam,1726-11-07,Texel,1727-03-09,1727-03-28,1727-06-22,Batavia
93759,outward,Petronella Alida,550,Amsterdam,1726-11-07,Texel,1727-04-09,1727-05-16,1727-07-29,Batavia
93760,outward,Lage Polder,580,Enkhuizen,1726-11-07,Texel,1727-04-17,1727-05-16,1727-08-03,Batavia
93761,outward,Prattenburg,1150,Amsterdam,1726-11-07,Texel,1727-04-16,1727-05-16,1727-07-24,Batavia
93762,outward,Zeewijk,850,Zeeland,1726-11-07,Rammekens,1727-03-26,1727-04-21,nan,
93763,outward,Anna Maria,600,Enkhuizen,1727-01-14,Texel,1727-05-09,1727-05-23,1727-07-22,Batavia
93764,outward,Patmos,810,Hoorn,1727-01-14,Texel,1727-05-10,1727-05-23,1727-07-24,Batavia
93765,outward,D'Uno,250,Amsterdam,1727-01-29,Texel,1727-05-11,1727-05-22,1727-08-03,Batavia
93766,outward,Adrichem,850,Amsterdam,1727-01-30,Texel,1727-05-15,1727-06-02,1727-11-02,Batavia
93767,outward,Castricum,1150,Amsterdam,1727-01-30,Texel,1727-04-21,1727-05-16,1727-07-16,Batavia
93768,outward,Hogersmilde,810,Amsterdam,1727-01-30,Texel,1727-05-19,1727-06-05,1727-08-24,Ceylon
93769,outward,Krooswijk,600,Rotterdam,1727-01-30,Goeree,1727-07-04,1727-07-21,1727-11-12,Batavia
93770,outward,Mijnden,1008,Amsterdam,1727-01-30,Texel,1727-05-12,1727-06-12,1727-08-11,Batavia
93771,outward,Noordbeek,858,Zeeland,1727-01-30,Rammekens,1727-05-03,1727-05-22,1727-08-08,Batavia
93772,outward,Oostrust,1140,Amsterdam,1727-01-30,Texel,1727-06-28,1727-07-20,1727-10-05,Batavia
93773,outward,Reigersbroek,600,Amsterdam,1727-01-30,Texel,1727-05-13,1727-05-22,1727-08-03,Batavia
93774,outward,Samaritaan,600,Zeeland,1727-01-30,Rammekens,1727-05-15,1727-06-05,1727-09-01,Batavia
93775,outward,Zoetelingskerke,1100,Zeeland,1727-01-30,Rammekens,1727-05-12,1727-06-02,1727-08-08,Batavia
93776,outward,Alblasserdam,600,Delft,1727-04-04,Goeree,1727-08-05,1727-08-22,1727-10-25,Batavia
93777,outward,Ridderkerk,500,Rotterdam,1727-04-04,Goeree,1727-08-05,1727-08-16,1727-10-30,Batavia
93778,outward,Binnenwijzend,500,Hoorn,1727-05-01,Texel,1727-09-05,1727-09-17,1727-11-15,Batavia
93779,outward,Valkenisse,1150,Zeeland,1727-05-01,Rammekens,1727-09-23,1727-10-20,1728-01-22,Ceylon
93780,outward,Kasteel Van Woerden,850,Zeeland,1727-05-01,Rammekens,1727-09-23,1727-10-16,1728-01-07,Batavia
93781,outward,Haaksburg,600,Enkhuizen,1727-05-23,Texel,1727-10-31,1727-11-19,1728-01-25,Batavia
93782,outward,Amsterdam,800,Amsterdam,1727-05-26,Texel,1727-09-23,1727-10-15,1728-01-11,Batavia
93783,outward,Elisabeth,1140,Amsterdam,1727-05-26,Texel,1727-09-19,1727-10-16,1727-12-21,Batavia
93784,outward,Kockengen,824,Amsterdam,1727-05-26,Texel,1727-09-24,1727-10-15,1728-01-06,Batavia
93785,outward,Noorderkwartier,550,Amsterdam,1727-05-29,Texel,1727-11-09,1727-12-09,1728-03-18,Batavia
93786,outward,Den Dam,600,Delft,1727-11-02,Goeree,1728-05-02,1728-05-26,1728-08-14,Batavia
93787,outward,Huis Ten Donk,650,Rotterdam,1727-11-02,Goeree,1728-04-28,1728-05-17,1728-08-11,Batavia
93788,outward,Haften,600,Amsterdam,1727-11-02,Texel,1728-04-19,1728-05-26,1728-08-13,Batavia
93789,outward,Slot Ter Hoge,850,Zeeland,1727-11-02,Rammekens,1728-04-19,1728-06-14,1728-09-02,Batavia
93790,outward,Landskroon,850,Amsterdam,1727-11-02,Texel,1728-04-19,1728-05-17,1728-07-26,Batavia
93791,outward,Luchtenburg,800,Amsterdam,1727-11-02,Texel,nan,nan,nan,
93792,outward,Purmerlust,580,Hoorn,1727-11-02,Texel,1728-02-22,1728-03-19,1728-07-10,Batavia
93793,outward,Saksenburg,610,Amsterdam,1727-11-02,Texel,1728-04-21,1728-05-26,1728-08-12,Batavia
93794,outward,Westerbeek,650,Amsterdam,1727-11-02,Texel,1728-04-19,1728-05-17,1728-08-08,Batavia
93795,outward,Westerdijkshorn,1150,Amsterdam,1727-11-02,Texel,1728-04-19,1728-05-17,1728-07-22,Batavia
93796,outward,Wickenburg,850,Zeeland,1727-11-02,Rammekens,1728-04-28,1728-06-14,1728-08-26,Batavia
93797,outward,Geertruid,600,Enkhuizen,1727-12-10,Texel,1728-03-28,1728-04-20,1728-07-22,Batavia
93798,outward,Nieuwvliet,650,Rotterdam,1728-01-01,Goeree,1728-06-22,1728-07-20,1728-09-30,Batavia
93799,outward,Berkenrode,1150,Amsterdam,1728-01-02,Texel,1728-12-10,1729-01-12,1729-04-17,Batavia
93800,outward,Cornelia,800,Amsterdam,1728-01-02,Texel,1728-05-22,1728-06-14,1728-08-18,Batavia
93801,outward,Hillegonda,850,Hoorn,1728-01-02,Texel,1728-06-22,1728-09-15,1728-12-17,Batavia
93802,outward,Castor En Pollux,400,Amsterdam,1728-01-23,Texel,1728-05-22,1728-06-24,1728-09-07,Batavia
93803,outward,Gaasperdam,1150,Amsterdam,1728-01-23,Texel,1728-05-22,1728-06-14,1728-08-19,Batavia
93804,outward,Linschoten,804,Amsterdam,1728-01-23,Texel,1728-05-22,1728-06-14,1728-08-30,Ceylon
93805,outward,Meijenburg,1180,Zeeland,1728-01-24,Rammekens,1728-06-08,1728-07-19,1728-09-30,Batavia
93806,outward,Stabroek,900,Zeeland,1728-01-24,Rammekens,1728-06-09,nan,nan,
93807,outward,Steenhoven,850,Zeeland,1728-01-24,Texel,1729-02-07,1729-02-26,1729-05-18,Batavia
93808,outward,Haarlem,850,Amsterdam,1728-02-07,Texel,1728-06-07,nan,nan,
93809,outward,Knapenburg,900,Amsterdam,1728-02-07,Texel,1728-05-22,1728-06-14,1728-08-30,Ceylon
93810,outward,Middenrak,600,Amsterdam,1728-02-07,Texel,1728-05-25,nan,nan,
93811,outward,Adelaar,810,Zeeland,1728-03-21,Rammekens,nan,nan,nan,
93812,outward,Hof Niet Altijd Zomer,600,Zeeland,1728-03-25,Rammekens,1728-08-08,1728-09-10,1728-12-10,Batavia
93813,outward,Delfland,600,Delft,1728-04-07,Goeree,1728-08-04,1728-08-30,1728-11-07,Batavia
93814,outward,Groenswaart,600,Rotterdam,1728-04-08,Goeree,1728-12-07,1729-01-12,1729-06-19,Batavia
93815,outward,Spiering,810,Delft,1728-04-28,Goeree,1728-09-03,1728-10-03,1728-12-23,Batavia
93816,outward,Wolphaartsdijk,660,Zeeland,1728-04-28,Rammekens,1728-09-25,1728-10-13,1729-01-10,Batavia
93817,outward,Heesburg,850,Amsterdam,1728-05-10,Texel,1728-09-27,1728-10-23,1728-12-21,Batavia
93818,outward,Wapen Van Hoorn,850,Amsterdam,1728-05-10,Texel,1728-09-17,1728-10-01,1728-12-12,Batavia
93819,outward,Rijksdorp,792,Amsterdam,1728-05-10,Texel,1728-10-24,1728-11-18,1729-02-18,Batavia
93820,outward,Stadwijk,1150,Amsterdam,1728-05-10,Texel,1728-09-05,1728-10-05,1728-11-29,Batavia
93821,outward,Vis,600,Hoorn,1728-05-10,Texel,1728-10-21,1728-11-18,1729-02-16,Batavia
93822,outward,Baanman,650,Enkhuizen,1728-05-20,Texel,1728-10-22,1728-11-18,1729-02-16,Batavia
93823,outward,Heinkenszand,1150,Zeeland,1728-05-20,Rammekens,1728-09-24,1728-10-13,1728-12-29,Batavia
93824,outward,Buis,600,Enkhuizen,1728-06-22,Texel,1729-01-08,1729-02-28,1729-05-16,Batavia
93825,outward,Slot Aldegonde,580,Amsterdam,1728-06-23,Texel,1728-11-04,1728-12-09,1729-04-15,Batavia
93826,outward,Stad Leiden,1140,Amsterdam,1728-06-23,Texel,1728-10-21,1728-11-18,1729-02-09,Batavia
93827,outward,Castricum,1150,Amsterdam,1728-10-28,Texel,1729-02-23,1729-03-19,1729-06-13,Batavia
93828,outward,Huis De Vlotter,528,Amsterdam,1728-10-28,Texel,1729-03-29,1729-04-20,1729-07-12,Batavia
93829,outward,Borssele,800,Zeeland,1728-10-29,Rammekens,1729-02-23,1729-03-19,1729-05-19,Batavia
93830,outward,Duinbeek,800,Zeeland,1728-10-29,Rammekens,1729-02-21,1729-03-12,1729-05-19,Batavia
93831,outward,Herstelling,600,Rotterdam,1728-10-29,Goeree,1729-04-07,1729-04-27,1729-11-27,Batavia
93832,outward,Langerode,600,Delft,1728-10-29,Goeree,1729-02-23,1729-03-19,1729-06-11,Batavia
93833,outward,Middelwoud,804,Zeeland,1728-10-29,Rammekens,1729-04-06,1729-04-26,1729-07-28,Batavia
93834,outward,Pallas,650,Amsterdam,1728-10-29,Texel,1729-03-26,1729-05-10,1729-07-29,Batavia
93835,outward,Susanna,600,Amsterdam,1728-10-29,Texel,1729-03-17,1729-04-20,1729-07-08,Batavia
93836,outward,Magdalena,600,Hoorn,1728-11-15,Texel,1729-04-07,1729-04-27,1729-07-07,Batavia
93837,outward,Coxhoorn,450,Amsterdam,1728-12-05,Texel,1729-03-28,1729-04-21,1729-08-12,China
93838,outward,Karsenhof,800,Amsterdam,1728-12-06,Texel,1729-04-07,1729-04-27,1729-07-10,Batavia
93839,outward,Mijnden,1008,Amsterdam,1728-12-06,Texel,1729-04-07,1729-04-27,1729-07-05,Batavia
93840,outward,Hopvogel,600,Enkhuizen,1728-12-15,Texel,1729-04-13,1729-05-03,1729-08-05,Batavia
93841,outward,Schuitwijk,650,Hoorn,1729-03-03,Texel,1729-06-07,1729-06-25,1729-09-12,Batavia
